t,h,_entailment,_id,_similarity
Um homem e uma mulher estão dirigindo pela rua abaixo em um jipe,Um homem e uma mulher estão dirigindo pela estrada abaixo em um carro,Entailment,258,4.3
A grama está sendo cortada por um homem,Um homem está aparando grama,Entailment,259,5
Duas crianças estão brincando em uma estátua,Algumas crianças estão brincando em uma estátua,Entailment,260,4.3
Um cachorro castanho e um cachorro preto estão zuando na areia,Um cachorro preto está brincando com um cachorro castanho na areia,Entailment,261,4.4
Um homem está tocando uma flauta,O homem está tocando a flauta,Entailment,262,4.8
Um cachorro branco e um preto estão correndo alegremente lado a lado na grama,Um cachorro branco e um cachorro preto estão correndo lado a lado na grama verde,Entailment,263,4.7
Dois cachorros estão brincando na neve,Dois cachorros estão zuando na neve,Entailment,264,4.7
A comida está sendo frita por uma mulher,Uma mulher está fritando alguma comida,Entailment,265,4.8
O homem e a criança estão andando de caiaque pelas águas calmas,Um homem e uma criança estão andando de caiaque pelas águas calmas,Entailment,266,5
Alguém está dando comida a um animal,Alguém está alimentando um animal,Entailment,267,4.7
Dois cachorros castanhos e brancos estão lutando em uma área gramada em frente a uma árvore,Dois cachorros castanhos e brancos estão brigando em uma área gramada na frente de uma planta,Entailment,268,4.8
Uma menina está tocando um violão,Um violão está sendo tocado por uma menina,Entailment,269,4.8
Um e-mail está sendo lido por um homem,Um homem está lendo um e-mail,Entailment,270,4.8
Um homem está removendo a pele de uma cebola,Um homem está descascando uma cebola,Entailment,271,4.8
Um cachorro está correndo para cima de um morro cheio de grama,Um cachorro está correndo morro acima,Entailment,272,4.2
Crianças em roupas de banho estão brincando na piscina,As crianças de roupas de banho estão brincando na água,Entailment,273,4.4
Um cachorro castanho está encarando atentamente um cachorro castanho e branco,Um cachorro castanho está olhando atentamente para um cachorro castanho e branco,Entailment,274,4.8
Um homem com um chapéu tingido de roxo está operando uma câmera que faz vídeos,O homem de chapéu roxo está operando uma câmera que faz vídeos,Entailment,275,4.9
O homem está comendo uma banana perto de uma árvore,Um homem está comendo uma banana,Entailment,276,4.5
Um cachorro castanho está carregando um brinquedo colorido na grama,Um brinquedo colorido está sendo carregado por um cachorro castanho na grama,Entailment,277,4.7
Um homem está apressadamente entrando em um carro em uma garagem,Um homem está entrando em um carro em uma garagem,Entailment,278,4.7
Uma bicicleta está sendo pedalada por uma pessoa,Uma pessoa está andando de bicicleta,Entailment,279,5
As pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros,Algumas pessoas em uma corrida de arrancada estão olhando para as chamas que estão saindo dos carros,Entailment,280,4.9
Uma camisa preta está sendo vestida por um homem que está sentado na mesa e rindo,Um homem usando uma camisa tingida de preto está sentado à mesa e rindo,Entailment,281,4.7
Um homem com um chapéu duro está dançando,Um homem está usando um capacete de proteção e dançando,Entailment,282,4.7
Um menino está pulando para fora do lado de uma fonte de água feita de pedra em frente a um prédio,Um menino está pulando para fora do lado de uma fonte de água de pedra na frente a um prédio,Entailment,283,4.6
As pessoas estão sentadas em mesas quadradas em um quarto vermelho,Pessoas estão sentadas à mesa em uma sala vermelha,Entailment,284,4.4
Um cachorro castanho e branco está brincando no gramado,Um cachorro está brincando na grama verde,Entailment,285,4.3
A pessoa na motocicleta está levantando seu braço,Uma pessoa na motocicleta está levantando um braço,Entailment,286,4.6
"A menina está usando uma camisa branca e uma saia rosa, e está parada na frente de uma casa",A menina está vestindo uma camisa de cor branca com uma saia rosa e está em pé em frente a uma casa,Entailment,287,4.8
Uma mulher está cortando manteiga,Uma mulher está fatiando manteiga,Entailment,288,4.7
Um homem está bebendo suco de laranja e caminhando,Uma pessoa está tomando suco de laranja e caminhando,Entailment,289,4.5
O homem está montando um touro que é mecânico,Um homem está montando um touro mecânico,Entailment,290,4.8
Os garotos estão perseguindo um ao outro na areia,Os meninos estão perseguindo um ao outro na areia,Entailment,291,4.9
Uma cebola está sendo fatiada por um homem,Um homem está fatiando uma cebola,Entailment,292,4.9
Um homem está fazendo exercícios,Um homem está se exercitando,Entailment,293,4.8
Uma pessoa vestindo roupas para andar de bicicleta está de pé firmemente em frente às montanhas,Uma pessoa com equipamento de ciclismo está parada de pé de frente para algumas montanhas,Entailment,294,4.8
Um homem de uniforme vermelho está rapidamente dando um salto em uma corrida de mountain bike,Um homem de uniforme vermelho está dando um salto em uma corrida de mountain bike,Entailment,295,4.4
Dois meninos pequenos estão vestindo smoking,Duas crianças pequenas estão vestindo smoking,Entailment,296,4.2
Um homem está parado perto de uma gaiola de pássaros grande e colorida,Um homem está de pé ao lado de uma gaiola de pássaros que é grande e colorida,Entailment,297,4.8
O homem está fazendo exercícios no chão,Um homem está fazendo exercícios,Entailment,298,4.3
Uma entrevista está sendo concedida pelo homem,O homem está concedendo uma entrevista,Entailment,299,4.8
O cachorro está mordendo algumas gotas de água,O cachorro está abocanhando algumas gotas de água,Entailment,300,4.5
Um cachorro escuro preto e um cachorro castanho claro estão brincando no quintal,Um cachorro preto escuro e um cachorro castanho claro estão brincando no quintal,Entailment,301,4.9
Um veterano está mostrando diferentes coisas de uma guerra para algumas pessoas,Diferentes coisas de uma guerra estão sendo mostradas para algumas pessoas por um veterano,Entailment,302,4.9
Uma mulher está descascando a batata,Uma mulher está descascando uma batata,Entailment,303,4.9
O homem está conversando no telefone,O homem está falando no telefone,Entailment,304,4.8
Um bebê rinoceronte está seguindo um rinoceronte adulto,"Um rinoceronte, que é pequeno, está seguindo um rinoceronte adulto",Entailment,305,4.5
Uma mulher está dirigindo um carro e está conversando animadamente com o homem que está sentado ao lado dela,A mulher e o homem estão viajando de carro,Entailment,306,4.1
Duas crianças pequeninas estão brincando com um carro de brinquedo na rua,"Duas crianças, que são pequeninas, estão brincando com um carro de brinquedo na rua",Entailment,307,4.9
Um homem está aparando grama,A grama está sendo cortada por um homem,Entailment,308,5
Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama,O cachorro branco usando orelhas de rena está perto de um cachorro castanho,Entailment,309,4.4
"Um motociclista com uma jaqueta azul, calça preta e um capacete branco está dirigindo imprudentemente na terra e as pessoas assistem","Um motociclista com uma jaqueta azul, calça preta e um capacete branco está dirigindo na terra e as pessoas estão assistindo",Entailment,310,4.4
Alguém está saltando no ar em uma prancha,Alguém está pulando no ar em uma prancha,Entailment,311,4.9
Um jogador de hóquei de camisa amarela está protegendo o gol,O gol está sendo guardado por um jogador de hóquei de camisa de time amarela,Entailment,312,4.9
Um esquilo está correndo em círculos,O esquilo está correndo em círculos,Entailment,313,4.6
O homem está surgindo de um pântano,Um homem está saindo da água,Entailment,314,3.9
Uma mulher está fatiando cenouras,As cenouras estão sendo cortadas por uma mulher,Entailment,315,5
As pessoas estão andando por uma rua movimentada,Pessoas estão andando por uma multidão na rua,Entailment,316,4.6
Dois meninos estão vestindo camisas marrons e estão puxando uma corda entusiasmadamente em uma plataforma de madeira,Dois meninos estão vestindo camisas marrons e estão puxando uma corda em uma plataforma de madeira,Entailment,317,4.7
O homem está desenhando,Um homem está desenhando,Entailment,318,5
Uma mulher está andando a cavalo,Uma mulher está montando um animal,Entailment,319,4.5
Uma mulher está fritando alguma comida,A comida está sendo frita por uma mulher,Entailment,320,4.8
Uma jovem mulher está fazendo uma tatuagem na mão,Uma menina está tatuando sua mão,Entailment,321,4.5
A menina loira com a blusa rosa está sorrindo e usando óculos engraçados com um grande nariz acoplado,A menina pequena está sorrindo e usando um nariz falso e óculos,Entailment,322,4.3
Um homem está cortando uma corda grossa com uma espada,Um homem está cortando um cordão com uma espada,Entailment,323,4.5
Os ovos estão sendo rachados em uma tigela pela mulher,A senhora está quebrando ovos crus na tigela,Entailment,324,4.4
Uma cebola está sendo fatiada com uma faca pela mulher,A mulher está fatiando uma cebola com uma faca,Entailment,325,4.8
O cachorro castanho está pulando no ar,Um cachorro está pulando no ar,Entailment,326,4.4
Um homem está dançando na chuva,Uma pessoa está dançando na chuva,Entailment,327,4.6
"Dois cachorros grandes, um de cor clara e o outro de cor escura, estão rapidamente se movendo através do terreno nevado","Dois cachorros grandes, um de cor clara e outro escuro, estão correndo pelo terreno nevado",Entailment,328,4.7
Pessoas estão andando do lado de fora do prédio que possui vários murais,Várias pessoas estão em frente a um prédio colorido,Entailment,329,3.6
"Uma criança, que é jovem, vestida para o clima frio, está de pé do lado de fora",Uma criança jovem vestida para o clima frio está de pé lá fora,Entailment,330,5
O menino está velozmente dirigindo o triciclo,O menino está andando em um triciclo,Entailment,331,4.385
O homem está cortando um prato de papel,Uma placa de papel está sendo cortada por um homem,Entailment,332,4.9
O homem está despejando pepinos fatiados na água fria,O homem está despejando pepinos fatiados na água,Entailment,333,4.6
Um grupo de meninas asiáticas está de pé sozinho,Um grupo de meninas asiáticas estão de pé juntas,Entailment,334,3.7
Um menino está tocando um teclado,Um menino está praticando teclado,Entailment,335,4.6
Um lêmure está mordendo o dedo de uma pessoa,Um animal está mordendo o dedo de alguém,Entailment,336,4.7
Um menino jovem está tocando um instrumento de sopro,Uma criança está tocando um instrumento,Entailment,337,4.2
Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro de pelagem castanha na grama,Um cachorro branco está usando uma tiara de rena de Natal e está brincando com um cachorro castanho na grama,Entailment,338,4.5
Um homem está levantando barras,O homem está levantando pesos,Entailment,339,4.6
O homem está falando ao telefone,O homem está conversando no telefone,Entailment,340,4.8
Os homens estão atuando em um palco,Os homens estão se apresentando no palco,Entailment,341,4.4
